Gaia ID,Activity Timestamp,IP Address,Proxiedhost IP Address,Is Non-routable IP Address,Activity Country,Activity Region,Activity City,User Agent String,Product Name,Sub-Product Name,Activity Type,Gmail Access Channel
584927454073,2022-12-16 07:35:22 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 07:35:18 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 07:27:34 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 07:10:39 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-16 06:36:28 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-16 06:27:10 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 06:27:07 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 06:27:05 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 05:38:31 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 04:32:14 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 04:32:13 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 04:10:29 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 03:36:33 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-16 03:31:41 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 03:17:12 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 02:28:40 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 02:28:39 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 02:28:36 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 02:22:32 UTC,88.235.240.143,,No,,,,App : GMM_APP. Os : ANDROID_OS.,Maps,Other,User Initiated,
584927454073,2022-12-16 02:22:32 UTC,88.235.240.143,,No,,,,App : GMM_APP. Os : ANDROID_OS.,Maps,Other,User Initiated,
584927454073,2022-12-16 02:22:32 UTC,88.235.240.143,,No,,,,App : GMM_APP. Os : ANDROID_OS.,Maps,Other,User Initiated,
584927454073,2022-12-16 02:22:32 UTC,88.235.240.143,,No,,,,App : GMM_APP. App Version : 106681112. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Maps,Other,User Initiated,
584927454073,2022-12-16 01:35:07 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 01:30:22 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 01:30:20 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 01:21:49 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-16 01:17:10 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-16 00:38:18 UTC,88.235.240.143,,No,,,,App : PLAY_MOVIES_APP. App Version : 4.38.18. Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:33:22 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:29:46 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:25:20 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:25:20 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:25:12 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:25:10 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:24:28 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:23:29 UTC,88.235.240.143,,No,,,,App : PLAY_APP. App Version : 33.5.16. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-16 00:10:30 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 23:32:09 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 23:31:41 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 23:17:23 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 22:42:20 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 22:21:52 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 22:21:51 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 21:28:09 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 21:28:07 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 21:28:03 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 21:21:54 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-15 21:21:53 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-15 21:17:11 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 20:29:51 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:29:47 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:28:31 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:28:30 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:28:30 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:28:28 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 20:18:11 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 19:36:17 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 19:35:34 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 19:28:07 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 19:22:18 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 19:22:09 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 18:04:23 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 18:04:23 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 18:04:18 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 17:36:08 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 17:21:50 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-15 17:17:12 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 16:58:03 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 16:57:59 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 16:46:31 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 16:46:27 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 16:37:32 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 16:33:33 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 16:33:33 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 16:27:45 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 16:27:38 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 16:23:54 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 16:19:04 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 16:19:04 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 16:01:02 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 15:49:13 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 15:41:38 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 15:37:21 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 15:37:21 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 15:37:18 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 15:37:16 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 15:37:16 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 15:37:15 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 15:33:06 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 15:23:12 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 15:19:14 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 15:19:13 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 15:18:14 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 14:45:29 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 14:45:20 UTC,88.235.240.143,,No,,,,App : PLAY_MOVIES_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Play,Other,,
584927454073,2022-12-15 14:45:20 UTC,88.235.240.143,,No,,,,App : PLAY_MOVIES_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Play,Other,,
584927454073,2022-12-15 14:45:08 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-15 14:45:08 UTC,88.235.240.143,,No,,,,App : DRIVE_APP. Os : ANDROID_OS.,Drive,Other,,
584927454073,2022-12-15 14:36:46 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 14:36:43 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 14:36:40 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 14:36:38 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 14:21:34 UTC,88.235.240.143,,No,,,,App : GMM_APP. Os : ANDROID_OS.,Maps,Other,User Initiated,
584927454073,2022-12-15 14:21:33 UTC,88.235.240.143,,No,,,,App : GMM_APP. App Version : 106681112. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Maps,Other,User Initiated,
584927454073,2022-12-15 14:21:32 UTC,88.235.240.143,,No,,,,App : GMM_APP. Os : ANDROID_OS.,Maps,Other,User Initiated,
584927454073,2022-12-15 14:21:32 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 14:09:56 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 13:35:07 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 13:31:47 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 13:25:54 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:25:49 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:25:47 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:25:47 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:20:00 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 13:19:53 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:19:47 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:19:44 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:18:55 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 13:18:55 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 13:18:11 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 13:18:00 UTC,88.235.240.143,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
584927454073,2022-12-15 13:17:31 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:17:25 UTC,88.235.240.143,,No,,,,Os : ANDROID_OS.,Other,Other,,
584927454073,2022-12-15 13:17:12 UTC,88.235.240.143,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 13:17:09 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 13:17:05 UTC,88.235.240.143,,No,,,,,Other,Other,,
584927454073,2022-12-15 12:48:28 UTC,5.229.152.114,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 12:48:27 UTC,5.229.152.114,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 12:48:23 UTC,5.229.152.114,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 12:26:40 UTC,5.229.152.114,,No,,,,App : PLAY_APP. Os : ANDROID_OS.,Play,Other,,
584927454073,2022-12-15 12:22:12 UTC,5.229.152.114,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 12:02:19 UTC,5.229.152.114,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 9. Device Type : MOBILE.,Other,Other,,
584927454073,2022-12-15 12:02:07 UTC,5.229.152.114,,No,,,,Os : ANDROID_OS.,Other,Other,,
